id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
26,2.53,2.07,4.68,4.7,4.37,4.59,1.89,3.79,3.9,4.08,1.88,3.71,3.703,3.4715,3.3685,3.7885,3.901,3.5580000000000003,4.0415,3.5165,3.5015,3.9415,3.547,3.5410000000000004,3.5715000000000003,3.945500000000001,3.89,3.5165,3.2765,3.5495,3.808,Contaduría_10_3,4.0415
27,2.23,4.03,4.57,3.08,1.4,4.35,3.32,4.47,4.29,4.11,4.05,4.0175,4.003500000000001,3.713,3.607,3.9805,3.874000000000001,3.999,3.862,3.9775,4.034,4.01,3.9645,3.702500000000001,4.051,3.879,4.032,3.9775,3.911,3.6305,3.927000000000001,Educación(STEM)_10_3,4.051
28,2.54,3.66,1.77,1.17,1.19,3.96,4.37,2.6,2.48,3.59,2.0,2.855,2.9405,3.0095,2.9385,2.9245,2.689,2.9920000000000004,2.5290000000000004,2.9970000000000008,3.088,2.6165000000000003,3.0165000000000006,2.8705000000000007,3.0650000000000004,2.6475,2.6935,2.9970000000000008,3.1305000000000005,2.765000000000001,2.7505,Biología y Biotecnología _10_3,3.1305000000000005
29,3.88,2.23,4.17,4.53,4.04,1.11,2.49,2.7,4.39,5.0,1.54,3.592,3.478,3.1115000000000004,3.25,2.914,3.656,3.1685,3.758,3.3160000000000003,3.4840000000000004,3.5445,3.5755000000000003,3.49,3.363,3.7295000000000007,3.5895,3.3160000000000003,3.0935,3.4575000000000005,3.3805000000000005,Contaduría_10_3,3.758
30,1.4,4.38,1.0,1.63,2.19,2.58,4.12,3.75,3.34,4.89,3.71,3.4725,3.3285,3.2115,3.1524999999999994,2.5825,2.8775,2.9905,2.753,3.3345,3.719,2.8875,3.613,3.025,3.466,2.74,2.737,3.3345,3.465,2.819,2.6415,Ing Electrónica_10_3,3.719
31,1.41,3.07,4.91,3.32,1.27,3.6,2.58,4.85,3.93,2.72,3.12,3.61,3.5075,3.154,3.0445,3.605,3.5285,3.5160000000000005,3.5655,3.4359999999999995,3.448,3.779,3.3715,3.184,3.495,3.5315,3.748,3.4359999999999995,3.3370000000000006,3.2075000000000005,3.617,Marketing Digital_10_3,3.779
32,3.34,4.15,2.36,3.99,1.06,3.78,4.12,4.03,2.89,3.75,2.91,3.685,3.6520000000000006,3.674,3.652,3.4610000000000003,3.571,3.4495,3.5645,3.678,3.742,3.5255,3.7400000000000007,3.64,3.6600000000000006,3.4875000000000003,3.365,3.678,3.786000000000001,3.6135,3.4155,Biología y Biotecnología _10_3,3.786000000000001
33,1.49,4.01,3.04,2.92,2.05,1.36,4.21,3.11,1.88,3.44,3.88,2.9455,2.9610000000000003,2.9879999999999995,2.9944999999999995,2.8200000000000003,2.8870000000000005,2.9465,2.8225,3.0345000000000004,3.123,2.7635,3.1135,2.66,3.0155000000000003,2.8835,2.821,3.0345000000000004,3.1215,2.5175,2.6395000000000004,Ing Electrónica_10_3,3.123
34,3.62,1.02,3.53,2.23,1.88,1.9,3.9,4.72,3.22,2.64,4.33,3.1635,2.853,2.3770000000000007,2.463,2.982,2.9775,3.0090000000000003,2.894,2.587,2.889,3.172,2.7645,3.0365,2.7925,2.918,3.1365,2.587,2.5245,3.2705,3.104,Diseño Gráfico Industrial _10_3,3.2705
35,4.77,3.34,3.22,4.96,4.76,1.55,4.23,3.53,3.37,4.69,2.64,3.8445,3.7285,3.686,3.847,3.2715000000000005,3.852,3.446,3.8885,3.6515,3.82,3.6795,3.8915000000000006,3.8815,3.6475,3.836500000000001,3.612,3.6515,3.6345,3.895000000000001,3.5325000000000006,Diseño Gráfico Industrial _10_3,3.895000000000001
36,3.23,4.28,3.12,4.45,3.67,4.56,1.17,4.07,3.95,2.84,4.97,3.6550000000000007,3.6485,3.7245,3.658,3.51,3.5345000000000004,3.4265,3.6985,3.731,3.6015,3.716,3.6205,3.621,3.64,3.4870000000000005,3.457,3.731,3.7055,3.63,3.5485,Ing Ambiental_10_3,3.731
37,2.61,1.85,3.93,3.77,2.8,3.23,2.14,1.6,4.79,2.74,4.24,2.8240000000000003,2.875,2.787,2.756,3.140000000000001,3.1535,3.1405000000000003,3.2350000000000003,2.843,2.6380000000000003,3.1205000000000003,2.7465,2.8405,2.779,3.2700000000000005,3.272,2.843,2.709,2.8215000000000003,3.2305,Finanzas RelacionesInte_10_3,3.272
38,2.71,1.84,1.45,3.57,2.86,1.33,4.42,1.8,1.87,2.99,2.93,2.365,2.3225,2.4705,2.5395,2.3285,2.5495,2.373,2.507,2.2670000000000003,2.3365,2.2740000000000005,2.4250000000000003,2.415,2.236,2.532,2.2815,2.2670000000000003,2.358,2.399,2.2615000000000003,Adm Empresas _10_3,2.5495
39,4.06,2.34,2.32,3.22,3.37,3.23,4.27,3.01,1.99,2.91,3.96,2.883,2.877,3.008,3.0495,3.164,2.9985,3.0255,2.946,2.815,2.8515,2.879,2.862,3.1074999999999995,2.833,2.964,2.8625000000000003,2.815,2.884,3.1984999999999992,2.9655000000000005,Diseño Gráfico Industrial _10_3,3.1984999999999992
40,3.98,1.9,1.74,2.43,2.16,4.28,2.49,2.04,3.02,4.34,2.01,2.8885,2.9295000000000004,2.811500000000001,2.7965,2.835,2.875,2.8125000000000004,2.872,2.8005,2.9210000000000003,2.7670000000000003,2.9405,3.1275,2.903,2.8600000000000003,2.74,2.8005,2.716,3.1165000000000007,2.849,Arquitectura_10_3,3.1275
