id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
15,4.02,4.19,3.42,2.67,2.81,1.54,2.05,4.37,4.46,2.15,3.28,3.4290000000000003,3.2265,3.0530000000000004,3.177,2.715,3.022,3.0195,3.0530000000000004,3.3195,3.3805000000000005,3.3385,3.2955000000000005,3.3415,3.3025000000000007,2.9745000000000004,3.2125,3.3195,3.353,3.444,3.212,Diseño Gráfico Industrial _9_2,3.444
16,3.84,1.48,3.59,2.33,3.71,1.96,3.31,3.81,4.68,4.48,1.81,3.5665000000000004,3.303,2.774,2.868,2.8880000000000003,3.3185,3.162,3.2695000000000003,3.0365,3.3975,3.4275,3.3235,3.4015,3.2605000000000004,3.3075,3.4545,3.0365,2.8725,3.486,3.341,Ing. de Sistemas Afines_9_2,3.5665000000000004
17,1.15,3.18,2.03,4.64,1.56,4.91,2.31,2.02,3.95,4.6,1.53,3.3195,3.426,3.454,3.266,3.1695,3.458,3.129,3.5745,3.413,3.337,3.28,3.468,3.108,3.353,3.4585,3.1645000000000003,3.413,3.3559999999999994,2.8775,3.136,Contaduría_9_2,3.5745
18,1.77,4.08,3.3,3.76,1.98,2.86,4.99,3.12,3.74,3.48,2.11,3.467,3.4800000000000004,3.5555,3.5010000000000003,3.3925,3.5325,3.5055000000000005,3.471,3.558,3.518,3.42,3.5500000000000003,3.2025,3.4960000000000004,3.5415,3.4995000000000003,3.558,3.6725,3.0690000000000004,3.392,Biología y Biotecnología _9_2,3.6725
19,3.02,1.55,4.93,1.7,3.27,2.82,4.88,2.62,4.11,3.53,2.72,3.085,3.0825,2.8039999999999994,2.813999999999999,3.5115,3.2805000000000004,3.5630000000000006,3.1215,2.93,2.995,3.2425,2.949,3.035,3.075,3.396000000000001,3.6325,2.93,2.8285,3.063,3.5015,Finanzas RelacionesInte_9_2,3.6325
20,3.87,3.92,3.55,4.84,4.56,3.26,3.73,3.69,1.38,3.57,1.52,3.4399999999999995,3.5385,3.7775,3.808,3.5745,3.631499999999999,3.3414999999999995,3.687,3.5675,3.515,3.4624999999999995,3.5725,3.567,3.4925,3.6245,3.393,3.5675,3.5939999999999994,3.5705,3.3935,Enfermería_9_2,3.808
21,3.39,3.5,3.1,1.39,4.39,3.86,2.49,4.18,2.44,1.18,2.87,2.7780000000000005,2.761,2.9045,2.881,3.0085,2.5615,2.8760000000000003,2.5065000000000004,2.8430000000000004,2.7865,2.8485,2.647,2.8805,2.8664999999999994,2.5075000000000007,2.7955,2.8430000000000004,2.9285,3.025,2.9440000000000004,Diseño Gráfico Industrial _9_2,3.025
22,3.23,4.3,2.48,1.04,2.91,2.62,2.1,4.16,1.76,3.9,2.5,3.139500000000001,3.1055,2.951,2.9815,2.5985,2.6055,2.7465,2.5525,3.1325000000000003,3.4165000000000005,2.7575000000000007,3.2605000000000004,3.0560000000000005,3.2685000000000004,2.5215,2.6425000000000005,3.1325000000000003,3.1335,3.0155000000000007,2.616,Ing Electrónica_9_2,3.4165000000000005
23,2.41,1.97,2.19,2.11,2.78,4.59,4.54,4.49,3.51,1.73,2.61,3.0895,2.9025,2.8935,2.7845,3.2475,2.942,3.1095,2.8205,2.7885,2.8675000000000006,3.1475000000000004,2.7485,2.9695,2.8955,2.827,3.039,2.7885,2.918,3.1295,3.193,Derecho_9_2,3.2475
24,1.77,1.86,3.6,4.98,2.54,3.81,4.43,3.37,3.36,3.94,1.18,3.499000000000001,3.4575,3.3525000000000005,3.2505,3.621,3.8055,3.4370000000000003,3.833,3.278,3.2965,3.643,3.377,3.253,3.3015,3.817,3.638500000000001,3.278,3.2155000000000005,3.22,3.5405000000000006,Contaduría_9_2,3.833
25,2.29,3.82,3.64,1.86,2.36,4.37,2.3,4.2,2.6,2.44,4.89,3.1260000000000003,3.1675,3.1179999999999994,3.014,3.4155,2.9365,3.2765,2.9145,3.2175,3.197,3.1565000000000003,3.08,3.0160000000000005,3.2655,2.9085000000000005,3.1225000000000005,3.2175,3.2195,3.0275,3.1515,Derecho_9_2,3.4155
26,2.2,2.72,4.95,3.86,4.48,2.69,4.65,2.27,4.28,2.37,4.73,3.0660000000000003,3.143,3.2735,3.249,3.708,3.5050000000000003,3.681000000000001,3.4655,3.1830000000000003,2.936,3.402,3.0155000000000003,2.971,3.0860000000000003,3.639,3.7095,3.1830000000000003,3.1855,2.9400000000000004,3.588,Finanzas RelacionesInte_9_2,3.7095
27,1.07,4.28,1.12,2.31,4.86,1.95,4.42,2.61,2.08,3.95,3.5,2.8415,2.8440000000000003,3.133000000000001,3.0890000000000004,2.4319999999999995,2.596,2.685,2.4905,2.944000000000001,3.117,2.427,3.1020000000000003,2.537,2.9425000000000003,2.5215,2.3835,2.944000000000001,3.1255000000000006,2.3095,2.281,Medicina_9_2,3.133000000000001
28,4.31,1.55,1.94,2.87,3.66,3.91,3.44,3.89,3.51,4.55,3.62,3.531,3.3365,3.0690000000000004,3.0890000000000004,3.1615,3.3155,3.1860000000000004,3.287,3.0695,3.4000000000000004,3.337,3.349,3.581,3.2705,3.2180000000000004,3.1705,3.0695,2.9945000000000004,3.686,3.257,Diseño Gráfico Industrial _9_2,3.686
29,1.41,3.62,3.04,1.37,2.6,2.76,3.34,1.19,1.17,1.2,2.15,1.7394999999999998,2.0330000000000004,2.449,2.3815,2.5665,2.0075000000000003,2.428,1.909,2.2755000000000005,1.975,1.8895,1.984,1.8515,2.1455,2.1000000000000005,2.173,2.2755000000000005,2.4115,1.7405,2.1695,Derecho_9_2,2.5665
30,4.0,3.35,3.78,3.57,2.24,4.16,3.68,1.51,4.82,4.03,4.6,3.3795,3.5520000000000005,3.5855,3.5775,3.7685,3.67,3.836,3.6645,3.61,3.4210000000000003,3.498,3.524,3.5940000000000003,3.541000000000001,3.7835,3.7305,3.61,3.571,3.5005000000000006,3.748,Psicología_9_2,3.836
31,1.43,3.03,2.76,3.6,2.94,3.7,3.15,4.89,3.98,3.62,4.89,3.7585,3.5450000000000004,3.3295,3.216,3.3405,3.4720000000000004,3.383,3.4945000000000004,3.4225000000000003,3.619,3.6415,3.5545,3.289,3.5165,3.3655000000000004,3.406,3.4225000000000003,3.4125,3.2725000000000004,3.3435,Ing. de Sistemas Afines_9_2,3.7585
32,2.93,1.99,4.39,2.41,4.08,2.93,4.0,2.67,1.07,4.05,3.34,2.7905,2.9355,2.8605,2.8605,3.4200000000000004,3.061,3.1960000000000006,2.9815000000000005,2.7985,2.8845,2.8585000000000003,2.8715,2.8535000000000004,2.9145000000000003,3.147,3.1099999999999994,2.7985,2.676,2.8315,2.9810000000000003,Derecho_9_2,3.4200000000000004
33,1.06,1.24,4.08,4.47,4.21,4.9,1.41,4.29,2.12,4.25,3.17,3.3840000000000003,3.3600000000000003,3.0695,2.8775000000000004,3.604000000000001,3.5305,3.173000000000001,3.6835,3.0570000000000004,3.1765000000000003,3.559,3.1855,3.0405,3.1985,3.5200000000000005,3.3850000000000007,3.0570000000000004,2.773000000000001,3.0335,3.2665,Contaduría_9_2,3.6835
34,2.49,4.26,4.31,3.87,3.57,4.96,2.52,1.48,4.75,1.45,1.13,2.8995,3.1905,3.6165,3.493,3.6229999999999993,3.3465000000000003,3.4785000000000004,3.414,3.47,2.893,3.34,3.0125,3.063,3.21,3.4879999999999995,3.5555,3.47,3.5210000000000004,2.976,3.64,Turismo y Hospitalidad _9_2,3.64
35,4.33,3.29,2.15,3.39,4.22,1.89,2.32,2.3,1.3,4.98,4.45,2.9685,3.04,3.0595000000000003,3.1815,2.6645,2.9094999999999995,2.7420000000000004,2.963,3.005,3.197,2.67,3.2515000000000005,3.1685,3.035,2.902,2.6015,3.005,2.929,3.0865,2.556,Ing Mecánica _9_2,3.2515000000000005
36,1.39,1.76,1.37,4.38,2.49,2.21,4.77,4.52,1.51,1.92,2.47,2.8415,2.581,2.6615,2.6205000000000003,2.6515,2.828,2.478,2.8085,2.435,2.593,2.802,2.586,2.5369999999999995,2.45,2.6705,2.5065000000000004,2.435,2.5970000000000004,2.6485000000000003,2.522,Ing. de Sistemas Afines_9_2,2.8415
37,4.05,1.02,4.92,4.59,4.77,4.82,4.48,1.56,1.86,4.68,3.21,3.0795,3.3685,3.4405,3.402,4.292,3.8835,3.8055,3.8890000000000007,3.1585,3.015,3.4450000000000003,3.1665,3.4450000000000003,3.19,4.0515,3.7755,3.1585,2.9535,3.4405,3.739,Derecho_9_2,4.292
38,3.63,4.35,1.67,3.91,3.41,2.42,4.9,1.32,3.73,2.1,2.46,2.7665,2.87,3.425,3.4855,2.8415,2.9835,3.016,2.934,3.134,2.8585,2.7565,2.988,3.0085,2.8920000000000003,3.001,2.841,3.134,3.4080000000000004,2.9335000000000004,2.955,Enfermería_9_2,3.4855
39,3.38,2.0,4.36,2.14,3.9,3.51,4.31,3.06,1.18,1.63,4.51,2.46,2.5885,2.7355,2.729,3.557,2.8015,3.1804999999999994,2.693,2.554,2.4225000000000003,2.7625,2.3765,2.696,2.5815,2.8665,3.001,2.554,2.57,2.8365,3.0460000000000003,Derecho_9_2,3.557
40,2.97,1.11,2.77,2.78,2.12,4.9,4.44,4.86,4.36,4.41,3.04,3.894,3.629,3.1685,3.072,3.681,3.693000000000001,3.6255,3.61,3.2765000000000004,3.6255,3.8155,3.5215,3.66,3.5455,3.5885,3.6895000000000007,3.2765000000000004,3.1950000000000003,3.7755,3.724,Ing. de Sistemas Afines_9_2,3.894
